,GAME_ID,QTR_HOME_FG,QTR_HOME_FG_MISSES,QTR_HOME_FG_PCT,QTR_HOME_REBOUNDS,QTR_VISITING_FG,QTR_VISITING_FG_PCT,QTR_VISITING_MISSES,QTR_VISITING_REBOUNDS
287,21500288,7,12,0.368421052632,8,9,0.529411764706,8,11
288,21500289,9,6,0.6,11,10,0.5,10,8
289,21500290,7,16,0.304347826087,12,12,0.545454545455,10,15
290,21500291,13,6,0.684210526316,8,10,0.47619047619,11,7
291,21500292,9,15,0.375,12,11,0.478260869565,12,12
292,21500293,10,12,0.454545454545,13,6,0.352941176471,11,9
293,21500294,11,9,0.55,10,9,0.473684210526,10,9
294,21500295,11,15,0.423076923077,14,7,0.411764705882,10,8
295,21500296,13,12,0.52,14,11,0.5,11,10
296,21500297,7,10,0.411764705882,15,5,0.25,15,7
297,21500298,8,12,0.4,12,11,0.5,11,13
298,21500299,8,12,0.4,14,7,0.28,18,13
299,21500300,4,15,0.210526315789,10,9,0.642857142857,5,11
300,21500301,9,15,0.375,13,5,0.3125,11,9
301,21500302,10,12,0.454545454545,8,8,0.5,8,10
302,21500303,11,11,0.5,12,11,0.52380952381,10,10
303,21500304,7,10,0.411764705882,9,5,0.3125,11,11
304,21500305,6,13,0.315789473684,9,12,0.6,8,12
305,21500306,7,8,0.466666666667,8,11,0.5,11,13
306,21500307,13,13,0.5,10,13,0.590909090909,9,11
307,21500308,9,13,0.409090909091,12,7,0.368421052632,12,12
308,21500309,12,11,0.521739130435,8,10,0.555555555556,8,11
309,21500310,12,10,0.545454545455,12,6,0.3,14,10
310,21500311,7,11,0.388888888889,10,11,0.478260869565,12,11
311,21500312,9,13,0.409090909091,11,7,0.411764705882,10,10
312,21500313,9,14,0.391304347826,8,15,0.625,9,13
313,21500314,9,14,0.391304347826,9,15,0.625,9,13
314,21500315,14,10,0.583333333333,14,9,0.409090909091,13,9
315,21500316,6,13,0.315789473684,7,7,0.411764705882,10,13
316,21500317,9,9,0.5,10,10,0.47619047619,11,9
317,21500318,13,7,0.65,10,8,0.363636363636,14,11
318,21500319,11,15,0.423076923077,11,11,0.5,11,11
319,21500320,12,13,0.48,9,7,0.333333333333,14,13
320,21500321,7,17,0.291666666667,11,12,0.6,8,13
321,21500322,10,15,0.4,12,14,0.538461538462,12,13
322,21500323,10,11,0.47619047619,10,9,0.5,9,8
323,21500324,9,13,0.409090909091,9,8,0.4,12,15
324,21500325,15,9,0.625,7,13,0.684210526316,6,9
325,21500326,8,10,0.444444444444,11,10,0.454545454545,12,7
326,21500327,10,14,0.416666666667,16,5,0.238095238095,16,12
327,21500328,8,12,0.4,9,11,0.458333333333,13,12
328,21500329,9,10,0.473684210526,16,5,0.227272727273,17,10
329,21500330,11,15,0.423076923077,12,11,0.407407407407,16,17
330,21500331,13,8,0.619047619048,11,11,0.611111111111,7,5
331,21500332,11,12,0.478260869565,12,5,0.263157894737,14,15
332,21500333,6,15,0.285714285714,11,9,0.428571428571,12,13
333,21500334,8,10,0.444444444444,10,9,0.473684210526,10,8
334,21500335,4,10,0.285714285714,5,14,0.56,11,11
335,21500336,10,10,0.5,14,8,0.307692307692,18,13
